pullover_type,day_of_week,hour,adjusted_point,desired_point,curb_geo,polygon_type
Dropoff,6,13,POINT(-122.425757138545 37.7765203889702),POINT(-122.425679714975 37.7763171640675),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,6,23,POINT(-122.423001999489 37.7767477208701),POINT(-122.422721417822 37.7769616016911),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,6,23,POINT(-122.423001999489 37.7767477208701),POINT(-122.422721417822 37.7769616016911),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,7,12,POINT(-122.426536901314 37.7764214350178),POINT(-122.426532321608 37.7764216078161),"POLYGON((-122.4279642 37.7763815, -122.4279159 37.7761441, -122.4262636 37.7763518, -122.4263119 37.7766275, -122.4279642 37.7763815))",polygon1
Pickup,2,15,POINT(-122.424655057037 37.7768302824437),POINT(-122.425411324345 37.77667131876),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,2,14,POINT(-122.424387700723 37.7766938332243),POINT(-122.424319867807 37.7768448280664),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,7,0,POINT(-122.426370994827 37.7760010142323),POINT(-122.42587940891 37.7764158978428),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,6,16,POINT(-122.424849741087 37.7766378002019),POINT(-122.424737579614 37.7763838266664),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,3,17,POINT(-122.424726778234 37.7769542755059),POINT(-122.425002774767 37.7765249385779),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,5,20,POINT(-122.424655057037 37.7768302824437),POINT(-122.424613406874 37.7765773770004),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,1,20,POINT(-122.426284066636 37.776333305778),POINT(-122.426105716722 37.7765233107018),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,4,18,POINT(-122.425113207741 37.7766043103469),POINT(-122.425065422595 37.7765399111326),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,4,6,POINT(-122.425795504668 37.7765572237663),POINT(-122.425874742765 37.7767356808327),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,1,23,POINT(-122.424387700723 37.7766938332243),POINT(-122.424398502138 37.7768079931733),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,1,11,POINT(-122.425860917147 37.7765480088597),POINT(-122.425889432481 37.7766751845954),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,3,16,POINT(-122.42410383912 37.7767769949933),POINT(-122.424574694674 37.7772528078835),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,1,1,POINT(-122.425730092148 37.7765665113315),POINT(-122.425732079583 37.7766681145017),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,3,7,POINT(-122.426240775333 37.7763211770386),POINT(-122.425826525915 37.77663601116),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,5,13,POINT(-122.42546040549 37.7765598237169),POINT(-122.425457467535 37.7765019138808),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,4,20,POINT(-122.424173918875 37.7767217085196),POINT(-122.424187139834 37.7768287996198),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,4,21,POINT(-122.42332198438 37.7768290232458),POINT(-122.423112607393 37.7769579750245),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,4,16,POINT(-122.424463224198 37.7766844176431),POINT(-122.424831594786 37.7768161872703),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,7,23,POINT(-122.424655057037 37.7768302824437),POINT(-122.424408698674 37.7767032961342),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,6,9,POINT(-122.424655057037 37.7768302824437),POINT(-122.424465902947 37.7765712731706),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,4,9,POINT(-122.423001999489 37.7767477208701),POINT(-122.422016719874 37.7768298013219),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,3,18,POINT(-122.422803509856 37.7769471141156),POINT(-122.423087461388 37.7765765458062),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,4,22,POINT(-122.424146440012 37.7767715986847),POINT(-122.424413624118 37.7767821139785),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,7,15,POINT(-122.424655057037 37.7768302824437),POINT(-122.424813794126 37.7767169028605),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,7,16,POINT(-122.424655057037 37.7768302824437),POINT(-122.424332138223 37.7766912934867),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,4,9,POINT(-122.424196126629 37.7767185859009),POINT(-122.424276230048 37.7767854775106),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,5,14,POINT(-122.426284066636 37.776333305778),POINT(-122.426150563459 37.7765657125264),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,5,10,POINT(-122.425585786974 37.7765432868184),POINT(-122.42552400356 37.7763833778196),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,1,13,POINT(-122.424726778234 37.7769542755059),POINT(-122.425002774767 37.7765249385779),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,6,18,POINT(-122.425135069654 37.7766015119388),POINT(-122.425094024557 37.7764978903963),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,6,17,POINT(-122.424655057037 37.7768302824437),POINT(-122.424319867807 37.7768448280664),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,5,22,POINT(-122.425860917147 37.7765480088597),POINT(-122.425926761635 37.776658686554),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,4,20,POINT(-122.424655057037 37.7768302824437),POINT(-122.42475477541 37.7766376383492),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,6,13,POINT(-122.423001999489 37.7767477208701),POINT(-122.423223820067 37.7770526678815),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,3,12,POINT(-122.424655057037 37.7768302824437),POINT(-122.424799709135 37.7767751050329),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,6,18,POINT(-122.424849741087 37.7766378002019),POINT(-122.424828138347 37.776551389537),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,3,20,POINT(-122.423001999489 37.7767477208701),POINT(-122.423176811772 37.7770403719393),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,5,17,POINT(-122.424146440012 37.7767715986847),POINT(-122.42440187218 37.7768691871991),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,4,16,POINT(-122.424655057037 37.7768302824437),POINT(-122.424304400168 37.7765995721766),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,7,23,POINT(-122.422805238109 37.7773888149194),POINT(-122.422635437148 37.7769554751209),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,5,20,POINT(-122.423403039 37.7768640718708),POINT(-122.422950670469 37.7769829881518),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,5,20,POINT(-122.423403039 37.7768640718708),POINT(-122.422950670469 37.7769829881518),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,7,1,POINT(-122.423001999489 37.7767477208701),POINT(-122.422593786184 37.7768497835583),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,7,1,POINT(-122.423001999489 37.7767477208701),POINT(-122.422593786184 37.7768497835583),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,5,23,POINT(-122.424196126629 37.7767185859009),POINT(-122.424298869838 37.7768056311578),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,7,13,POINT(-122.426268599287 37.7762551139851),POINT(-122.426357082865 37.776401211393),"POLYGON((-122.4279642 37.7763815, -122.4279159 37.7761441, -122.4262636 37.7763518, -122.4263119 37.7766275, -122.4279642 37.7763815))",polygon1
Pickup,2,19,POINT(-122.426284066636 37.776333305778),POINT(-122.426251576558 37.7763653997279),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,5,22,POINT(-122.422644164838 37.7769104795419),POINT(-122.422611327982 37.7769325738739),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,5,11,POINT(-122.423447627655 37.7768582826874),POINT(-122.423373486043 37.7771528362688),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,5,19,POINT(-122.422644164838 37.7769104068418),POINT(-122.422654793608 37.776991833515),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Dropoff,1,0,POINT(-122.423001999489 37.7767477208701),POINT(-122.423206883257 37.7765015045614),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,4,11,POINT(-122.423757760237 37.7767785297617),POINT(-122.423735206742 37.776654534146),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,7,13,POINT(-122.426284066636 37.776333305778),POINT(-122.424539698142 37.7765634796143),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,7,14,POINT(-122.425585786974 37.7765432868184),POINT(-122.42552400356 37.7763833778196),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,3,20,POINT(-122.424726778234 37.7769542755059),POINT(-122.424787438774 37.7766187954688),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,7,15,POINT(-122.425533595113 37.7765932903383),POINT(-122.425557703608 37.7766774756103),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,1,21,POINT(-122.424849741087 37.7766378002019),POINT(-122.424834964813 37.7765601948105),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,2,22,POINT(-122.424655057037 37.7768302824437),POINT(-122.424537624273 37.7766784008831),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,3,17,POINT(-122.424463224198 37.7766844176431),POINT(-122.42445518795 37.7765928163043),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,1,18,POINT(-122.423001999489 37.7767477208701),POINT(-122.422512471701 37.7772590106512),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,3,10,POINT(-122.425082359105 37.7766528379882),POINT(-122.425000528085 37.7767387107341),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,7,0,POINT(-122.424910142323 37.7766755643609),POINT(-122.424918264947 37.7766939307168),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,4,21,POINT(-122.42332198438 37.7768290232458),POINT(-122.423206883257 37.7765015045614),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,5,20,POINT(-122.426240775333 37.7763211770386),POINT(-122.425850979983 37.7765333268562),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,4,18,POINT(-122.425113207741 37.7766043103469),POINT(-122.425002774767 37.7765249385779),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,7,1,POINT(-122.42483021221 37.7766853906467),POINT(-122.424409908432 37.7767711160179),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,7,1,POINT(-122.42483021221 37.7766853906467),POINT(-122.424409908432 37.7767711160179),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,7,17,POINT(-122.426457490898 37.7764721777419),POINT(-122.426320013094 37.7763908767033),"POLYGON((-122.4279642 37.7763815, -122.4279159 37.7761441, -122.4262636 37.7763518, -122.4263119 37.7766275, -122.4279642 37.7763815))",polygon1
Pickup,3,21,POINT(-122.424146440012 37.7767715986847),POINT(-122.424393058225 37.7767725909054),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,2,20,POINT(-122.42465842707 37.7768466210086),POINT(-122.424318917282 37.7767498843217),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,5,19,POINT(-122.426284066636 37.776333305778),POINT(-122.426159118037 37.7765553025048),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,7,0,POINT(-122.424655057037 37.7768302824437),POINT(-122.424659636826 37.7766261884601),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,5,19,POINT(-122.424387700723 37.7766938332243),POINT(-122.424387700723 37.7767652966766),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,5,15,POINT(-122.423626500557 37.7768356206019),POINT(-122.423639203114 37.7768836940502),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,4,16,POINT(-122.424387700723 37.7766938332243),POINT(-122.424380614993 37.7768528249401),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,3,18,POINT(-122.425844758454 37.7765086327269),POINT(-122.425845795375 37.7764093706272),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,6,13,POINT(-122.424726778234 37.7769542755059),POINT(-122.424946866949 37.7765205425884),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,3,12,POINT(-122.423209475626 37.776820223827),POINT(-122.423258557801 37.777248305365),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,3,12,POINT(-122.424849741087 37.7766378002019),POINT(-122.424776896631 37.7765500656232),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,6,22,POINT(-122.424287636355 37.7761765994006),POINT(-122.424063312089 37.7766360635857),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,6,13,POINT(-122.424655057037 37.7768302824437),POINT(-122.423959618121 37.7767104123807),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,2,13,POINT(-122.425942661086 37.7765363877665),POINT(-122.42614226811 37.7765776421806),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,4,20,POINT(-122.425860917147 37.7765480088597),POINT(-122.425889432481 37.7766751845954),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,5,18,POINT(-122.425113207741 37.7766043103469),POINT(-122.425002774767 37.7765249385779),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,5,17,POINT(-122.424849741087 37.7766378002019),POINT(-122.424779488961 37.7765127732315),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,7,19,POINT(-122.425113207741 37.7766043103469),POINT(-122.424977715625 37.7764424262664),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,4,22,POINT(-122.422644164838 37.7769104795419),POINT(-122.422638029532 37.7769173827313),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,6,8,POINT(-122.424387700723 37.7766938332243),POINT(-122.424299474718 37.7766172990596),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,6,10,POINT(-122.422803509856 37.7769471141156),POINT(-122.423176811772 37.7770403719393),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Dropoff,4,12,POINT(-122.422733688425 37.7764490718287),POINT(-122.422481190236 37.7769437350928),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,5,21,POINT(-122.422803509856 37.7769471141156),POINT(-122.42305246436 37.776988540232),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,5,21,POINT(-122.422803509856 37.7769471141156),POINT(-122.42305246436 37.776988540232),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,6,10,POINT(-122.426457490898 37.7764721777419),POINT(-122.425688788053 37.7767427151662),"POLYGON((-122.4279642 37.7763815, -122.4279159 37.7761441, -122.4262636 37.7763518, -122.4263119 37.7766275, -122.4279642 37.7763815))",polygon1
Pickup,5,13,POINT(-122.426457490898 37.7764721777419),POINT(-122.426155316002 37.7764773031255),"POLYGON((-122.4279642 37.7763815, -122.4279159 37.7761441, -122.4262636 37.7763518, -122.4263119 37.7766275, -122.4279642 37.7763815))",polygon1
Pickup,5,13,POINT(-122.426457490898 37.7764721777419),POINT(-122.426155316002 37.7764773031255),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,2,13,POINT(-122.425817280029 37.7765540882959),POINT(-122.425816675158 37.7766135238314),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,6,12,POINT(-122.42332198438 37.7768290232458),POINT(-122.422115663035 37.776883123342),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Dropoff,6,12,POINT(-122.42332198438 37.7768290232458),POINT(-122.422115663035 37.776883123342),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,1,21,POINT(-122.424849741087 37.7766378002019),POINT(-122.424890959102 37.7765603477207),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,6,17,POINT(-122.425942661086 37.7765363877665),POINT(-122.426003839383 37.7766768530416),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,7,1,POINT(-122.424655057037 37.7768302824437),POINT(-122.424399193429 37.7767409699082),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,7,0,POINT(-122.424655057037 37.7768302824437),POINT(-122.424232505859 37.7767025988086),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,1,18,POINT(-122.423001999489 37.7767477208701),POINT(-122.423001221777 37.7768909608727),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,7,0,POINT(-122.424849741087 37.7766378002019),POINT(-122.424237517724 37.7767922223884),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,7,0,POINT(-122.424849741087 37.7766378002019),POINT(-122.424237517724 37.7767922223884),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
